satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary,employee_id
0.41,0.52,2,132,3,0,1,0,RandD,low,8725
0.11,0.89,6,284,4,0,1,0,RandD,low,8726
0.74,0.99,5,263,5,0,1,0,RandD,low,8729
0.42,0.46,2,143,3,0,1,0,RandD,low,6339
0.88,0.88,4,265,5,0,1,0,RandD,low,7725
0.37,0.53,2,147,3,0,1,0,RandD,low,8750
0.78,0.81,4,253,5,0,1,0,marketing,low,8769
0.46,0.5,2,141,3,0,1,0,sales,low,8771
0.74,1,5,222,6,0,1,0,accounting,low,8775
0.11,0.86,6,273,4,1,1,0,support,low,9014
0.8,0.87,5,240,6,0,1,0,technical,low,8793
0.37,0.48,2,154,3,0,1,0,management,low,8795
0.87,0.92,4,253,6,0,1,0,marketing,low,8801
0.9,0.84,5,221,5,0,1,0,marketing,low,89099
0.1,0.88,6,263,4,0,1,0,marketing,low,9244
0.43,0.46,2,145,3,0,1,0,sales,low,8823
0.11,0.91,6,279,4,0,1,0,sales,low,9676
0.4,0.46,2,146,3,0,1,0,sales,low,8850
0.09,0.93,7,270,4,0,1,0,sales,medium,8852
0.4,0.5,2,135,3,0,1,0,sales,medium,8853
0.14,0.7,5,236,3,0,1,0,sales,medium,8854
0.4,0.49,2,151,3,0,1,0,sales,medium,8858
0.11,0.79,6,244,4,1,1,0,sales,medium,8860
0.72,1,4,169,3,0,1,0,sales,medium,8879
0.39,0.57,2,157,3,0,1,0,sales,medium,8890
0.82,0.93,4,246,5,0,1,0,sales,medium,8893
0.41,0.52,2,142,3,0,1,0,sales,medium,9800
0.45,0.51,2,156,3,0,1,0,sales,medium,8909
0.2,0.7,6,281,5,0,1,0,sales,medium,8915
0.43,0.53,2,146,3,0,1,0,sales,medium,8918
0.39,0.55,2,156,3,0,1,0,sales,high,8921
0.11,0.86,6,299,4,1,1,0,sales,low,8927
0.45,0.47,2,136,3,0,1,0,sales,medium,10253
0.11,0.87,6,272,4,0,1,0,sales,medium,8948
0.84,0.86,5,240,5,0,1,0,accounting,medium,11182
0.86,0.96,5,245,6,0,1,0,accounting,medium,8951
0.79,0.93,5,269,5,0,1,0,accounting,low,8956
0.39,0.57,2,130,3,0,1,0,hr,low,8959
0.15,0.62,4,257,3,0,1,0,hr,low,8962
0.81,1,4,241,5,0,1,0,hr,low,8963
0.39,0.53,2,136,3,0,1,0,hr,low,8972
0.92,0.94,4,219,5,0,1,0,technical,low,8973
0.9,0.98,5,271,5,0,1,0,technical,low,8974
0.32,0.6,2,280,4,0,1,0,technical,low,8984
0.46,0.46,2,140,3,0,1,0,technical,low,8987
0.83,0.98,4,254,5,0,1,0,technical,low,8991
0.39,0.47,2,131,3,0,1,0,technical,low,11290
0.2,0.9,6,138,3,0,1,0,technical,low,9021
0.11,0.85,6,295,4,0,1,0,technical,low,9023
0.11,0.96,6,301,5,0,1,0,technical,low,9025
0.1,0.95,7,296,4,0,1,0,technical,low,9037
0.75,0.87,5,246,5,0,1,0,technical,low,9039
0.44,0.57,2,145,3,0,1,0,support,low,9046
0.86,0.93,5,241,5,1,1,0,support,low,12315
0.1,0.82,6,269,4,0,1,0,support,low,9052
0.39,0.49,2,146,3,0,1,0,support,low,9056
0.45,0.48,2,149,3,0,1,0,support,low,9062
0.1,0.94,7,287,4,0,1,0,support,medium,9067
0.36,0.55,2,138,3,0,1,0,support,medium,9071
0.57,0.61,4,158,5,0,1,0,support,medium,9072
0.09,0.87,6,266,4,0,1,0,support,medium,9079
0.87,0.91,4,255,5,0,1,0,support,medium,12326
0.43,0.52,2,156,3,0,1,0,support,medium,9091
0.36,0.5,2,147,3,0,1,0,technical,medium,9098
0.91,0.99,5,265,5,1,1,0,technical,medium,9101
0.41,0.48,2,136,3,0,1,0,technical,medium,12360
0.37,0.52,2,140,3,0,1,0,management,medium,12437
0.43,0.45,2,146,3,0,1,0,IT,medium,92146
0.43,0.57,2,142,3,0,1,0,IT,medium,9118
0.4,0.53,2,155,3,0,1,0,IT,high,9128
0.1,0.89,7,285,4,0,1,0,IT,low,9138
0.76,0.99,4,253,5,1,1,0,IT,medium,9139
0.82,0.93,4,248,5,0,1,0,product_mng,medium,9141
0.11,0.83,7,255,5,0,1,0,product_mng,medium,9144
0.43,0.52,2,154,3,1,1,0,product_mng,medium,9148
0.11,0.88,7,305,4,0,1,0,product_mng,low,9150
0.41,0.48,2,141,3,0,1,0,IT,low,9164
0.73,0.87,5,252,5,0,1,0,RandD,low,9167
0.37,0.57,2,157,3,0,1,0,RandD,low,9171
0.11,0.89,6,250,4,0,1,0,RandD,low,9180
0.46,0.52,2,131,3,0,1,0,RandD,low,9181
0.41,0.5,2,149,3,0,1,0,RandD,low,9185
0.78,0.78,4,260,5,0,1,0,RandD,low,9194
0.78,0.86,5,260,6,0,1,0,marketing,low,9196
0.72,0.86,5,251,5,0,1,0,sales,low,13433
0.63,0.83,6,242,5,0,1,0,accounting,low,14662
0.55,1,6,136,3,0,1,0,support,low,9209
0.45,0.55,2,155,3,0,1,0,technical,low,9213
0.39,0.51,2,155,3,0,1,0,management,low,9218
0.1,0.81,6,248,4,0,1,0,marketing,low,9226
0.4,0.5,2,136,3,0,1,0,marketing,low,14669
0.39,0.54,2,133,3,0,1,0,marketing,low,9230
0.78,0.45,4,128,2,0,1,0,sales,low,9234
0.42,0.53,2,142,3,0,1,0,sales,low,9237
0.39,0.54,2,149,3,0,1,0,sales,low,9238
0.46,0.57,2,145,3,0,1,0,sales,low,9242
0.1,0.92,6,279,4,0,1,0,sales,medium,14817
0.45,0.47,2,146,3,0,1,0,sales,medium,9249
0.1,0.83,6,264,4,1,1,0,sales,medium,9257
0.1,0.89,7,272,4,0,1,0,sales,medium,9259
0.78,0.86,5,256,5,0,1,0,sales,medium,16358
0.4,0.65,2,296,5,0,1,0,sales,medium,16782
0.45,0.51,2,155,3,1,1,0,sales,medium,19438
0.39,0.56,2,130,3,0,1,0,sales,medium,9285
0.43,0.48,2,157,3,0,1,0,sales,medium,9325
0.09,0.96,6,245,4,0,1,0,sales,medium,20611
0.79,0.86,5,226,5,0,1,0,sales,medium,9336
0.44,0.47,2,156,3,1,1,0,sales,medium,20785
0.79,0.95,5,228,5,0,1,0,sales,high,9350
0.38,0.46,2,155,3,0,1,0,sales,low,9352
0.36,0.56,2,159,3,0,1,0,sales,medium,9353
0.39,0.57,2,142,3,0,1,0,accounting,medium,9358
0.09,0.93,6,271,4,0,1,0,accounting,medium,9367
0.16,0.65,4,277,5,0,1,0,accounting,medium,5186
0.09,0.77,6,310,4,0,1,0,hr,low,22434
0.11,0.87,6,254,4,0,1,0,hr,low,9380
0.44,0.56,2,142,3,0,1,0,hr,low,9388
0.11,0.88,7,253,4,0,1,0,hr,low,9389
0.11,0.97,6,260,4,0,1,0,technical,low,23942
0.45,0.52,2,147,3,0,1,0,technical,low,9399
0.1,0.96,7,288,4,0,1,0,technical,low,9402
0.4,0.46,2,160,3,0,1,0,technical,low,9405
0.38,0.55,2,130,3,0,1,0,technical,low,9412
0.39,0.56,2,133,3,0,1,0,technical,low,9421
0.38,0.55,2,160,3,0,1,0,technical,low,9425
0.38,0.45,2,151,3,0,1,0,technical,low,9426
0.17,0.75,3,188,4,0,1,0,technical,low,9437
0.79,0.84,5,247,5,0,1,0,technical,low,9441
0.1,0.85,7,259,4,0,1,0,technical,low,24042
0.37,0.48,2,129,3,0,1,0,support,low,9454
0.42,0.49,2,152,3,0,1,0,support,low,9458
0.44,0.48,2,128,3,0,1,0,support,low,9462
0.11,0.83,6,253,4,0,1,0,support,low,26115
0.39,0.48,2,151,3,0,1,0,support,low,9471
0.1,0.83,5,271,5,0,1,0,support,low,9473
0.4,0.46,2,155,3,0,1,0,support,medium,9475
0.86,0.91,5,245,5,0,1,0,support,medium,9476
0.37,0.46,2,157,3,0,1,0,support,medium,9484
0.4,0.51,2,160,3,0,1,0,support,medium,9493
0.43,0.48,2,149,3,0,1,0,support,medium,27691
0.88,0.88,5,248,5,0,1,0,technical,medium,30349
0.44,0.52,2,128,3,0,1,0,technical,medium,9502
0.87,1,4,224,5,0,1,0,technical,medium,9506
0.4,0.46,2,156,3,0,1,0,management,medium,9507
0.45,0.52,2,143,3,0,1,0,IT,medium,9519
0.84,0.93,4,250,5,0,1,0,IT,medium,30573
0.1,0.68,3,179,3,0,1,0,IT,medium,9522
0.72,0.99,5,257,5,0,1,0,IT,high,9529
0.4,0.5,2,127,3,0,1,0,IT,low,9534
0.45,0.5,2,145,3,0,1,0,product_mng,medium,9537
0.89,0.98,5,274,5,0,1,0,product_mng,medium,25580
0.4,0.55,2,131,3,0,1,0,product_mng,medium,31074
0.38,0.53,2,136,3,0,1,0,product_mng,medium,9544
0.38,0.47,2,140,3,1,1,0,IT,low,9554
0.1,0.82,7,265,4,0,1,0,RandD,low,9556
0.42,0.48,2,148,3,1,1,0,RandD,low,9561
0.74,0.86,5,262,5,0,1,0,RandD,low,9564
0.1,0.8,6,261,4,0,1,0,RandD,low,33222
0.82,0.9,5,248,5,0,1,0,RandD,low,9580
0.38,0.55,2,131,3,0,1,0,marketing,low,33586
0.41,0.56,2,160,3,0,1,0,sales,low,9588
0.4,0.47,2,152,3,0,1,0,accounting,low,9612
0.83,0.98,4,249,5,0,1,0,support,low,9614
0.36,0.57,2,144,3,0,1,0,technical,low,9617
0.75,0.98,4,245,5,0,1,0,management,low,9625
0.44,0.53,2,146,3,0,1,0,marketing,low,9629
0.1,0.94,6,297,5,0,1,0,marketing,low,9646
0.39,0.52,2,148,3,1,1,0,marketing,low,9651
0.09,0.84,7,260,4,0,1,0,sales,low,9675
0.4,0.57,2,152,3,0,1,0,sales,low,37349
0.41,0.54,2,135,3,0,1,0,sales,low,9677
0.83,0.92,4,235,5,0,1,0,sales,low,9678
0.42,0.47,2,145,3,0,1,0,sales,low,9682
0.61,0.46,5,220,4,0,1,0,sales,low,9705
0.44,0.52,2,128,3,0,1,0,sales,medium,9706
0.77,0.81,5,237,5,0,1,0,sales,medium,9713
0.81,0.95,4,275,5,0,1,0,sales,medium,9716
0.1,0.78,6,310,4,0,1,0,sales,medium,9725
0.73,0.84,5,251,6,0,1,0,sales,medium,9740
0.09,0.83,6,250,4,0,1,0,sales,medium,37503
0.9,0.99,4,259,6,0,1,0,sales,medium,9753
0.88,1,4,259,5,0,1,0,sales,medium,38368
0.09,0.87,7,305,4,0,1,0,sales,medium,9756
0.4,0.56,2,130,3,1,1,0,sales,medium,9758
0.17,0.55,6,250,5,0,1,0,sales,medium,9761
0.82,0.82,5,220,6,0,1,0,sales,medium,9762
0.9,0.83,4,266,5,0,1,0,sales,high,9767
0.83,0.92,4,255,5,0,1,0,accounting,low,9777
0.44,0.5,2,154,3,0,1,0,accounting,medium,9779
0.5,0.85,4,138,3,0,1,0,accounting,medium,9781
0.14,0.61,6,291,5,0,1,0,hr,medium,9783
0.77,0.82,4,217,5,0,1,0,hr,medium,9787
0.09,0.83,6,286,4,0,1,0,hr,low,9790
0.11,0.88,6,290,4,0,1,0,hr,low,9793
0.44,0.57,2,148,3,0,1,0,technical,low,9794
0.43,0.52,2,146,3,0,1,0,technical,low,9799
0.12,0.8,5,136,2,0,1,0,technical,low,38376
0.1,0.86,7,261,5,0,1,0,technical,low,39824
0.1,0.96,6,274,4,0,1,0,technical,low,9805
0.4,0.48,2,132,3,0,1,0,technical,low,9811
0.41,0.47,2,145,3,0,1,0,technical,low,9814
0.37,0.48,2,153,3,0,1,0,technical,low,9815
0.4,0.48,2,139,3,0,1,0,technical,low,40781
0.74,0.96,4,231,5,0,1,0,technical,low,9848
0.39,0.48,2,154,3,0,1,0,technical,low,9849
0.11,0.9,5,307,4,0,1,0,support,low,27109
0.36,0.51,2,129,3,0,1,0,support,low,9853
0.8,0.83,5,275,5,0,1,0,support,low,9854
0.6,0.85,3,250,2,0,1,0,support,low,9860
0.36,0.54,2,158,3,0,1,0,support,low,9864
0.1,0.96,6,310,5,0,1,0,support,low,9871
0.65,0.86,2,181,2,0,1,0,support,low,41326
0.49,0.73,4,244,3,0,1,0,support,low,9887
0.73,0.96,5,256,6,1,1,0,support,medium,9893
0.11,0.8,6,259,5,0,1,0,support,medium,41734
0.73,0.91,4,247,5,0,1,0,support,medium,9900
0.43,0.46,2,129,3,0,1,0,technical,medium,9905
0.73,0.93,5,229,5,0,1,0,technical,medium,9908
0.76,0.85,5,236,6,0,1,0,technical,medium,9909
0.09,0.96,6,281,4,0,1,0,management,medium,9913
0.9,0.81,5,264,5,0,1,0,IT,medium,42185
0.1,0.81,6,308,4,0,1,0,IT,medium,9934
0.43,0.48,2,147,3,0,1,0,IT,medium,9945
0.41,0.55,2,159,3,0,1,0,IT,medium,9948
0.41,0.57,2,154,3,0,1,0,IT,medium,9952
0.1,0.87,6,307,4,0,1,0,product_mng,high,9954
0.4,0.46,2,132,3,0,1,0,product_mng,low,43033
0.4,0.53,2,152,3,0,1,0,product_mng,medium,43293
0.36,0.48,5,310,3,0,1,0,product_mng,medium,43377
0.83,0.95,5,230,5,0,1,0,IT,medium,10004
0.83,0.94,5,273,5,0,1,0,RandD,medium,10007
0.41,0.51,2,144,3,0,1,0,RandD,low,10008
0.11,0.93,7,296,4,0,1,0,RandD,low,10009
0.68,0.62,5,198,5,1,1,0,RandD,low,10013
0.43,0.53,2,157,3,0,1,0,RandD,low,10020
0.44,0.51,2,145,3,0,1,0,marketing,low,10023
0.87,0.94,5,219,5,0,1,0,marketing,low,44324
0.43,0.54,2,153,3,0,1,0,sales,low,10036
0.89,0.48,3,178,5,0,1,0,accounting,low,10041
0.83,0.88,5,239,5,0,1,0,support,low,10044
0.11,0.87,6,278,5,0,1,0,technical,low,10047
0.85,1,6,260,3,1,1,0,management,low,10053
0.89,0.97,4,264,5,0,1,0,marketing,low,10056
0.09,0.92,7,301,4,0,1,0,marketing,low,10057
0.43,0.55,4,134,3,0,1,0,marketing,low,10059
0.42,0.46,2,147,3,0,1,0,sales,low,45163
0.43,0.54,2,130,3,0,1,0,sales,low,45388
0.1,0.93,6,307,4,0,1,0,sales,low,10070
0.37,0.46,2,156,3,0,1,0,sales,low,10074
0.76,0.98,4,237,5,0,1,0,sales,low,10075
0.88,0.89,4,254,5,0,1,0,sales,low,28323
0.39,0.48,2,151,3,0,1,0,sales,low,10092
0.45,0.54,2,131,3,0,1,0,sales,medium,46251
0.91,0.95,5,241,5,0,1,0,sales,medium,10095
0.86,0.85,5,267,5,0,1,0,sales,medium,10100
0.39,0.53,2,153,3,0,1,0,sales,medium,46536
0.89,1,4,217,5,0,1,0,sales,medium,48433
0.11,0.86,6,254,4,0,1,0,sales,medium,50560
0.1,0.87,6,265,5,0,1,0,sales,medium,10148
0.38,0.57,2,146,3,0,1,0,sales,medium,10160
0.4,0.54,2,156,3,0,1,0,sales,medium,10181
0.86,0.97,5,269,5,0,1,0,sales,medium,10182
0.1,0.86,6,288,4,0,1,0,sales,medium,50943
0.1,0.85,6,283,4,0,1,0,sales,medium,51313
0.42,0.5,2,128,3,0,1,0,accounting,high,10195
0.36,0.46,2,130,3,0,1,0,accounting,low,10208
0.39,0.48,2,127,3,0,1,0,accounting,medium,10218
0.43,0.47,2,137,3,0,1,0,hr,medium,10219
0.36,0.49,2,133,3,0,1,0,hr,medium,10222
0.09,0.91,6,275,4,0,1,0,hr,medium,10224
0.42,0.55,2,146,3,0,1,0,hr,low,52277
0.42,0.46,2,135,3,0,1,0,technical,low,10241
0.91,0.89,5,217,5,0,1,0,technical,low,10243
0.41,0.56,2,154,3,0,1,0,technical,low,10247
0.11,0.78,6,247,4,0,1,0,technical,low,10248
0.09,0.83,6,295,5,0,1,0,technical,low,10251
0.83,1,5,224,5,0,1,0,technical,low,56025
0.11,0.78,6,281,4,0,1,0,technical,low,10258
0.1,0.93,7,258,4,0,1,0,technical,low,10259
0.42,0.55,2,150,3,0,1,0,technical,low,10266
0.1,0.97,7,282,4,0,1,0,technical,low,10268
0.38,0.51,2,138,3,0,1,0,technical,low,10271
0.77,0.98,4,238,6,0,1,0,support,low,10276
0.11,0.85,7,244,4,0,1,0,support,low,10277
0.87,0.97,5,250,6,0,1,0,support,low,10285
0.1,0.88,7,282,4,0,1,0,support,low,56430
0.1,0.89,7,253,4,0,1,0,support,low,10306
0.09,0.9,6,256,4,0,1,0,support,low,57022
0.84,0.85,5,260,5,0,1,0,support,low,10309
0.11,0.86,6,245,4,0,1,0,support,low,10312
0.81,0.97,5,230,5,0,1,0,support,low,10317
0.77,0.85,5,276,5,0,1,0,support,medium,38847
0.42,0.47,2,137,3,0,1,0,support,medium,60325
0.36,0.56,2,140,3,0,1,0,technical,medium,10337
0.81,0.83,5,269,6,0,1,0,technical,medium,10341
0.37,0.46,2,130,3,1,1,0,technical,medium,10343
0.1,0.96,6,264,4,0,1,0,management,medium,10350
0.14,0.55,6,175,5,0,1,0,IT,medium,60626
0.41,0.51,2,159,3,0,1,0,IT,medium,10385
0.44,0.55,2,128,3,0,1,1,IT,medium,61390
0.82,0.94,5,232,5,1,1,0,IT,medium,10392
0.67,0.54,3,166,5,0,1,0,IT,medium,10395
0.44,0.57,2,141,3,0,1,0,product_mng,medium,10411
0.42,0.54,2,143,3,0,1,0,product_mng,high,61835
0.84,0.83,4,239,5,0,1,0,product_mng,low,61845
0.86,1,4,232,5,0,1,0,product_mng,medium,10440
0.56,0.86,5,252,2,0,1,0,IT,medium,10449
0.09,0.93,6,255,4,0,1,0,RandD,medium,10452
0.1,0.81,7,270,4,0,1,0,RandD,medium,10460
0.39,0.54,2,149,3,0,1,0,RandD,low,63542
0.75,0.89,5,276,5,0,1,0,RandD,low,10473
0.43,0.55,2,159,3,0,1,0,RandD,low,10476
0.09,0.96,7,274,5,0,1,0,marketing,low,10478
0.83,0.94,4,264,5,0,1,0,sales,low,10484
0.59,1,3,156,4,0,1,0,accounting,low,10486
0.44,0.54,2,135,3,0,1,0,support,low,10494
0.38,0.49,2,128,3,0,1,0,technical,low,64292
0.76,0.98,5,242,5,0,1,0,management,low,10502
0.22,0.86,4,293,3,0,1,0,marketing,low,64343
0.4,0.46,2,141,3,0,1,0,marketing,low,10506
0.41,0.48,2,155,3,0,1,0,marketing,low,65402
0.38,0.51,2,141,3,0,1,0,sales,low,10527
0.45,0.68,4,212,4,1,1,0,sales,low,10530
0.39,0.56,2,160,3,0,1,0,sales,low,10543
0.45,0.47,2,150,3,0,1,0,sales,low,10546
0.42,0.53,2,132,3,1,1,0,sales,low,10549
0.1,0.87,6,248,4,0,1,0,sales,low,10551
0.78,0.96,5,272,5,0,1,0,sales,low,10555
0.39,0.56,2,160,3,0,1,0,sales,low,65505
0.1,0.87,7,299,4,0,1,0,sales,low,10562
0.1,0.8,6,292,4,0,1,0,sales,medium,10565
0.43,0.46,2,126,3,0,1,0,sales,medium,66389
0.38,0.45,2,132,3,0,1,0,sales,medium,10571
0.09,0.77,6,282,5,0,1,0,sales,medium,68971
0.39,0.53,2,141,3,0,1,0,sales,medium,10575
0.73,0.99,6,206,5,0,1,0,sales,medium,10586
0.38,0.49,2,140,3,0,1,0,sales,medium,10593
0.1,0.91,6,255,4,0,1,0,sales,medium,10595
0.41,0.54,2,133,3,0,1,0,sales,medium,10600
0.43,0.51,2,131,3,0,1,0,sales,medium,10602
0.79,0.96,4,257,5,0,1,0,accounting,medium,10608
0.1,0.81,6,269,4,0,1,0,accounting,medium,10622
0.11,0.97,6,254,4,0,1,0,accounting,high,10625
0.42,0.5,2,143,3,0,1,0,hr,low,10626
0.36,0.51,2,157,3,0,1,0,hr,medium,10632
0.63,0.93,5,163,3,0,1,0,hr,medium,69126
0.41,0.56,2,133,3,0,1,0,hr,medium,10642
0.36,0.46,2,157,3,0,1,0,technical,medium,10645
0.1,0.9,6,301,5,0,1,0,technical,low,10646
0.11,0.96,6,310,4,0,1,0,technical,low,10655
0.44,0.54,2,133,3,0,1,0,technical,low,10656
0.77,0.96,5,249,6,0,1,0,technical,low,10658
0.91,1,4,251,6,0,1,0,technical,low,10662
0.26,0.46,2,242,3,0,1,0,technical,low,10669
0.81,0.93,5,265,6,0,1,0,technical,low,10673
0.11,0.87,6,280,4,0,1,0,technical,low,10675
0.92,0.89,4,241,5,0,1,0,technical,low,10677
0.1,0.86,5,253,4,0,1,0,technical,low,10707
0.45,0.51,2,137,3,0,1,0,support,low,10710
0.11,0.94,6,266,4,0,1,0,support,low,69968
0.23,0.7,5,168,4,0,1,0,support,low,10745
0.86,0.95,4,270,5,0,1,0,support,low,10747
0.44,0.55,2,141,3,0,1,0,support,low,10750
0.41,0.56,2,133,3,0,1,0,support,low,10754
0.84,0.97,5,256,5,0,1,0,support,low,10755
0.42,0.52,2,160,3,0,1,0,support,low,10758
0.11,0.88,7,275,4,0,1,0,support,low,2461
0.38,0.46,2,160,3,0,1,0,support,low,10778
0.11,0.96,7,244,4,0,1,0,support,low,10782
0.1,0.83,6,271,4,0,1,0,technical,medium,10783
0.86,0.88,5,268,5,0,1,0,technical,medium,10792
0.91,1,4,253,5,1,1,0,technical,medium,72132
0.37,0.53,2,140,3,0,1,0,management,medium,10812
0.46,0.5,2,146,3,0,1,0,IT,medium,10818
0.1,0.89,6,259,5,0,1,0,IT,medium,10819
0.37,0.46,2,127,3,0,1,0,IT,medium,10831
0.4,0.48,2,161,3,0,1,0,IT,medium,72318
0.09,0.78,6,260,4,0,1,0,IT,medium,10843
0.11,0.89,6,272,4,0,1,0,product_mng,medium,10845
0.39,0.48,2,159,3,0,1,0,product_mng,medium,10862
0.89,0.96,4,219,6,0,1,0,product_mng,medium,10864
0.09,0.91,6,243,4,0,1,0,product_mng,high,12124
0.88,0.97,4,255,5,1,1,0,IT,low,10868
0.11,0.9,7,245,4,0,1,0,RandD,medium,10874
0.1,0.95,6,264,5,0,1,0,RandD,medium,10877
0.91,1,4,245,6,0,1,0,RandD,medium,10881
0.44,0.52,2,137,3,0,1,0,RandD,medium,75522
0.63,0.76,2,157,4,0,1,0,RandD,low,10909
0.1,0.87,7,247,4,0,1,0,marketing,low,10922
0.36,0.51,2,144,3,0,1,0,sales,low,10925
0.45,0.51,2,149,3,0,1,0,accounting,low,10931
0.73,1,5,253,6,0,1,0,support,low,10935
0.37,0.55,2,140,3,0,1,0,technical,low,10939
0.09,0.85,7,307,4,0,1,0,management,low,75550
0.41,0.71,3,205,4,0,1,0,marketing,low,10960
0.72,1,5,234,5,0,1,0,marketing,low,10962
0.36,0.54,2,127,3,0,1,0,marketing,low,10966
0.9,1,4,229,5,0,1,0,sales,low,10969
0.44,0.56,2,141,3,0,1,0,sales,low,10973
0.78,0.95,4,260,5,0,1,0,sales,low,10975
0.37,0.52,2,141,3,0,1,0,sales,low,10987
0.4,0.47,2,144,3,1,1,0,sales,low,75625
0.84,1,5,250,5,0,1,0,sales,low,11019
0.09,0.86,6,245,4,0,1,0,sales,low,11022
0.83,0.93,4,269,5,0,1,0,sales,low,11027
0.11,0.87,6,273,4,0,1,0,sales,low,11031
0.37,0.5,2,142,3,0,1,0,sales,low,11032
0.09,0.93,6,273,5,0,1,0,sales,low,11047
0.43,0.47,2,248,2,0,1,0,sales,medium,11050
0.39,0.56,2,147,3,0,1,0,sales,medium,11053
0.85,0.9,2,168,2,0,1,0,sales,medium,11054
0.38,0.52,2,128,3,0,1,0,sales,medium,11055
0.76,0.84,5,227,5,1,1,0,sales,medium,11056
0.44,0.51,2,135,3,0,1,0,sales,medium,11058
0.73,1,4,268,5,0,1,0,sales,medium,75945
0.43,0.53,2,136,3,0,1,0,sales,medium,11061
0.43,0.51,2,149,3,1,1,0,accounting,medium,11062
0.09,0.96,7,264,4,0,1,0,accounting,medium,11068
0.43,0.53,2,143,3,0,1,0,accounting,medium,11075
0.45,0.57,2,138,3,0,1,0,hr,medium,11083
0.42,0.48,2,146,3,0,1,0,hr,high,11087
0.41,0.46,2,150,3,1,1,0,hr,low,11090
0.44,0.55,2,156,3,0,1,0,hr,medium,11091
0.09,0.92,7,245,4,0,1,0,technical,medium,76425
0.41,0.51,2,156,3,0,1,0,technical,medium,11099
0.43,0.51,2,143,3,0,1,0,technical,medium,11102
0.38,0.51,2,159,3,0,1,0,technical,low,11105
0.85,0.96,4,217,5,0,1,0,technical,low,11117
0.88,0.91,4,234,6,0,1,0,technical,low,77335
0.44,0.46,2,138,3,0,1,0,technical,low,11126
0.11,0.92,7,265,4,0,1,0,technical,low,11128
0.38,0.5,2,145,3,0,1,0,technical,low,77617
0.09,0.78,6,263,4,0,1,0,technical,low,11137
0.11,0.79,6,264,4,0,1,0,technical,low,11151
0.11,0.88,6,253,4,0,1,0,support,low,11153
0.44,0.48,2,155,3,0,1,0,support,low,11158
0.38,0.51,2,137,3,0,1,0,support,low,11167
0.1,0.87,6,254,5,0,1,0,support,low,11173
0.45,0.57,2,143,3,0,1,0,support,low,11179
0.11,0.94,7,280,5,0,1,0,support,low,80010
0.36,0.48,2,136,3,0,1,0,support,low,11191
0.72,0.95,5,271,5,0,1,0,support,low,11192
0.43,0.48,2,157,3,0,1,0,support,low,11195
0.45,0.5,2,150,3,0,1,0,support,low,11203
0.4,0.53,2,127,3,0,1,0,support,low,11214
0.1,0.81,6,271,4,0,1,0,technical,low,11223
0.83,0.93,5,257,5,0,1,0,technical,low,11230
0.11,0.8,7,305,4,0,1,0,technical,medium,11232
0.43,0.5,2,152,3,0,1,0,management,medium,11235
0.38,0.5,2,144,3,0,1,0,IT,medium,11239
0.83,1,5,269,5,0,1,0,IT,medium,11241
0.11,0.82,7,285,4,0,1,0,IT,medium,11242
0.43,0.52,2,136,3,0,1,0,IT,medium,11262
0.11,0.88,6,294,4,0,1,0,IT,medium,11264
0.43,0.46,2,157,3,0,1,0,product_mng,medium,11267
0.1,0.89,6,280,4,0,1,0,product_mng,medium,11268
0.44,0.51,2,152,3,0,1,0,product_mng,medium,11274
0.82,0.91,5,276,6,0,1,0,product_mng,medium,80842
0.1,0.86,6,247,4,0,1,0,IT,medium,11281
0.1,0.95,5,286,4,0,1,0,RandD,high,11283
0.3,0.89,5,257,5,0,1,0,RandD,low,11285
0.1,0.93,6,258,4,0,1,0,RandD,medium,11289
0.39,0.5,2,151,3,0,1,0,RandD,medium,80961
0.14,0.47,4,175,2,0,1,0,RandD,medium,11293
0.82,0.92,4,252,5,0,1,0,marketing,medium,11298
0.1,0.85,6,266,4,0,1,0,sales,low,11321
0.09,0.9,6,295,4,0,1,0,accounting,low,11324
0.54,0.83,6,165,6,0,1,0,support,low,11356
0.61,0.58,2,264,4,0,1,0,technical,low,83547
0.1,0.79,6,275,4,0,1,0,management,low,11363
0.1,0.9,6,299,4,0,1,0,marketing,low,84106
0.36,0.49,2,147,3,0,1,0,marketing,low,11397
0.1,0.97,7,306,4,0,1,0,marketing,low,11405
0.84,1,5,242,5,0,1,0,sales,low,11411
0.38,0.51,2,159,3,0,1,0,sales,low,11418
0.41,0.49,2,147,3,0,1,0,sales,low,11424
0.37,0.51,2,154,3,1,1,0,sales,low,11425
0.43,0.56,2,129,3,0,1,0,sales,low,84794
0.46,0.53,2,161,3,0,1,0,sales,low,11428
0.09,0.84,6,269,4,0,1,0,sales,low,11441
0.78,0.86,5,274,5,0,1,0,sales,low,11442
0.45,0.53,2,159,3,0,1,0,sales,low,85998
0.42,0.47,2,135,3,0,1,0,sales,low,11452
0.46,0.53,2,147,3,0,1,0,sales,low,11455
0.39,0.49,2,142,3,0,1,0,sales,low,11462
0.36,0.51,2,130,3,0,1,0,sales,low,11477
0.43,0.53,2,147,3,0,1,0,sales,medium,11481
0.85,0.87,5,246,5,1,1,0,sales,medium,11485
0.11,0.92,6,281,4,0,1,0,sales,medium,11488
0.11,0.9,6,253,4,0,1,0,sales,medium,11493
